,text,topic
202,"In a bid to stop the spread of the virus, Malaysia’s religious affairs minister has issued guidelines for holding Friday prayers at mosques, including shortening sermons and for the wudhu, or ablution rites, to be carried out at home if possible.",coronavirus
203,This wasn’t a moment of anger where Keon called someone a racist or sexist name because he’d lost his temper or felt threatened.,white nationalism
204,"The number of women behind the camera on Hollywood movies jumped to record levels in 2019, with 12 directing top-grossing films including “Frozen II,” “Captain Marvel” and “Hustlers,” two studies showed on Thursday.",#metoo
205,So we have tens of millions of legal and illegal aliens present in the United States and we’re expected to believe none of them vote?,taxes
206,"The president has failed miserably at handling the first serious challenges of his presidency: COVID-19 and the racial justice protests, Conway charged. They have not only revealed the incompetence of the “failing, flailing” president, but his inhumanity as well, Conway argued.",trump presidency
207,"Nevertheless, the radical left is now emboldened and have the Democrat Party, academia, the media, countless district attorney offices, the government bureaucracy, corporate America, and Hollywood on the run.",marriage equality
208,"Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it baffling that younger generations can’t work their way through college.",student debt
209,"While it’s perfectly evident that Trump does have racist supporters (which he is suspiciously reluctant to condemn), many contend that Trumpism is itself not racist, but merely a justified reaction to the Left’s racial patronage.",white nationalism
210,It is therefore no surprise that Ocasio-Cortez has embraced the term “Democratic socialism.”,middle class
211,"But few people who describe themselves as transgender wish to live as members of the opposite sex, and even fewer wish to undergo cosmetic surgery.",gender
212,"One of the things that makes Alabama’s measure extraordinary is its radical simplicity: it simply bans all abortions, at every stage of pregnancy.",abortion
213,"Here's the first thing to notice about the horrific news cycle of the past few days: Donald Trump is openly stoking right-wing violence, in no small part, because it bumps the coronavirus pandemic (6 million cases and rising, more than 183,000 dead) and the economic crisis (10% unemployment and 29 million Americans going hungry) out of the headlines.",gun control
